employee_id,age,gender,role,experience_years,salary,projects_assigned,certifications,remote,overtime_hours,satisfaction_level,performance_score,training_hours,left_company
2957,42,Male,Product Manager,7,2521.04,1,2,0,0.6,0.16,50.0,71,0
2958,33,Male,Developer,3,2489.53,5,1,1,9.9,0.38,50.0,13,0
2959,44,Female,DevOps,9,2998.16,2,3,1,7.0,0.35,50.0,11,0
2960,26,Male,SysAdmin,2,2394.45,5,0,1,9.9,0.39,50.0,16,0
2961,28,Male,Data Analyst,3,2686.93,1,1,0,6.6,0.13,50.0,42,0
2962,30,Male,Developer,1,2574.84,2,2,1,8.9,0.5,50.0,0,0
2963,30,Female,Data Analyst,2,2709.72,2,1,1,13.1,0.33,50.0,28,0
2964,26,Male,Data Engineer,1,2702.2,3,2,1,4.4,0.49,50.0,68,0
2965,44,Female,DevOps,13,2848.99,1,2,1,10.4,0.4,50.9,59,0
2966,32,Female,Data Engineer,4,2658.35,4,1,1,12.8,0.38,50.0,29,0
2967,37,Male,Developer,5,2819.22,4,3,1,7.1,0.39,50.0,31,0
2968,30,Female,Data Analyst,1,2378.97,4,0,1,2.3,0.48,50.0,51,0
2969,22,Male,Security Analyst,0,3019.7,1,4,1,10.6,0.42,50.0,58,0
2970,37,Female,Developer,3,2736.58,1,1,0,16.0,0.15,50.0,29,1
2971,22,Male,SysAdmin,0,2945.55,5,1,1,13.2,0.38,50.0,35,0
2972,34,Female,Data Analyst,6,2592.21,5,2,1,5.5,0.49,50.0,28,0
2973,24,Male,Developer,0,2643.37,1,0,0,6.7,0.21,50.0,13,0
2974,50,Male,Security Analyst,10,2547.15,1,1,1,6.3,0.41,50.0,35,0
2975,42,Male,Security Analyst,11,2729.25,2,2,0,0.3,0.2,50.0,34,0
2976,35,Female,Data Engineer,4,2806.89,5,2,1,23.3,0.32,50.0,14,1
2977,45,Female,Security Analyst,6,2809.45,5,3,0,11.5,0.18,50.0,52,1
2978,28,Male,Data Analyst,3,2528.26,5,1,1,16.2,0.41,50.0,49,0
2979,39,Female,Developer,8,2824.22,2,0,0,9.3,0.22,50.0,53,0
2980,36,Male,Product Manager,7,2616.86,4,1,0,0.6,0.27,50.0,24,0
2981,37,Female,SysAdmin,4,2549.14,5,0,1,14.7,0.42,50.0,0,0
2982,45,Male,Data Analyst,5,2813.97,4,0,1,20.7,0.27,50.0,49,0
2983,40,Male,Security Analyst,3,2957.78,3,1,1,3.0,0.46,50.0,26,0
2984,37,Female,Data Analyst,4,2414.72,2,0,0,0.0,0.17,50.0,22,1
2985,22,Male,Data Engineer,0,2594.86,3,2,1,11.7,0.29,50.0,14,0
2986,27,Male,Data Engineer,1,2685.14,4,3,1,24.6,0.27,50.0,34,0
2987,34,Male,Data Analyst,5,2514.67,2,2,1,10.6,0.37,50.0,71,0
2988,35,Female,DevOps,3,2664.5,5,2,1,4.6,0.33,50.0,29,0
2989,25,Female,Developer,1,2829.65,4,4,1,19.3,0.29,50.0,18,0
2990,54,Female,Data Engineer,18,3434.75,1,3,1,8.7,0.49,71.9,53,0
2991,47,Female,Product Manager,7,2456.67,4,1,0,6.4,0.17,50.0,43,0
2992,39,Female,Security Analyst,5,2532.62,4,1,1,14.0,0.42,50.0,0,0
2993,35,Male,Product Manager,4,2580.05,4,1,0,16.8,0.19,50.0,53,0
2994,33,Female,QA Engineer,2,2686.07,4,2,1,0.0,0.44,50.0,82,0
2995,27,Female,SysAdmin,1,2389.64,5,1,0,13.4,0.2,50.0,0,0
2996,35,Female,Data Analyst,4,2671.03,3,1,1,2.4,0.45,50.0,15,0
2997,37,Male,DevOps,7,3146.14,3,3,1,3.1,0.35,50.0,0,0
2998,25,Male,Data Analyst,1,2991.35,2,2,1,15.3,0.42,50.0,38,0
2999,37,Female,Developer,6,2921.46,5,2,0,8.6,0.23,50.0,59,0
3000,33,Female,DevOps,2,2395.54,5,0,0,4.1,0.2,50.0,42,1
3001,22,Female,DevOps,0,2623.65,4,2,0,16.5,0.25,50.0,67,0
3002,28,Female,Developer,1,2741.1,3,1,1,14.1,0.33,50.0,56,0
3003,31,Female,QA Engineer,4,2665.42,3,1,1,10.3,0.35,50.0,74,0
3004,50,Female,Data Engineer,13,2741.1,5,1,0,6.2,0.25,50.0,63,0
3005,39,Male,Data Engineer,4,3269.38,1,3,1,6.3,0.38,50.0,31,0
3006,24,Female,Developer,1,2445.57,5,0,0,0.0,0.27,50.0,41,0
3007,38,Male,Security Analyst,9,2298.63,4,0,1,22.0,0.2,50.0,22,0
3008,22,Male,Developer,0,2344.28,4,0,0,11.5,0.19,50.0,35,0
3009,43,Male,QA Engineer,6,2478.09,4,0,1,2.6,0.44,50.0,41,1
3010,31,Male,SysAdmin,3,2635.67,1,2,1,24.5,0.35,50.0,38,0
3011,34,Female,Product Manager,6,2599.36,2,0,1,8.4,0.34,50.0,66,0
3012,45,Female,SysAdmin,7,3190.18,1,4,0,14.9,0.19,50.0,33,0
3013,24,Male,Security Analyst,1,3007.84,4,2,1,6.0,0.41,50.0,21,0
3014,23,Female,Data Analyst,0,2859.37,3,1,0,9.2,0.22,50.0,22,1
3015,30,Male,Developer,1,2095.3,5,1,0,9.3,0.19,50.0,53,0
3016,43,Male,QA Engineer,10,2443.01,4,1,0,13.4,0.16,50.0,11,0
3017,22,Male,Data Analyst,0,2621.83,3,1,0,17.9,0.14,50.0,35,1
3018,22,Male,Data Engineer,0,2676.04,1,3,1,7.3,0.4,50.0,66,0
3019,31,Female,Security Analyst,5,2438.53,1,0,1,9.1,0.3,50.0,45,0
3020,39,Male,Developer,4,2595.26,3,2,0,20.2,0.12,50.0,38,1
3021,44,Male,Product Manager,6,2967.18,4,4,0,13.4,0.13,50.0,39,0
3022,31,Female,Data Engineer,5,2934.67,1,1,1,9.6,0.39,50.0,19,1
3023,31,Female,Developer,2,2846.15,1,1,1,17.3,0.43,50.0,22,0
3024,44,Female,Data Analyst,10,2863.71,3,2,0,8.1,0.28,54.3,36,0
3025,22,Male,DevOps,0,2424.39,2,1,1,6.8,0.43,50.0,45,1
3026,31,Male,DevOps,2,2519.12,2,0,1,12.0,0.3,50.0,58,1
3027,36,Male,SysAdmin,4,2172.29,5,1,1,10.7,0.34,50.0,41,0
3028,38,Male,DevOps,6,2585.61,4,0,0,7.0,0.18,50.0,67,0
3029,30,Male,Developer,4,2566.86,1,0,0,12.3,0.22,50.0,72,0
3030,35,Male,QA Engineer,6,2368.47,1,1,1,0.0,0.47,50.0,55,0
3031,22,Male,QA Engineer,0,2721.39,3,0,0,6.3,0.28,50.0,64,0
3032,29,Male,Product Manager,2,2484.77,1,1,0,0.4,0.27,50.0,20,0
3033,38,Female,Data Engineer,5,2570.71,5,2,0,1.8,0.27,50.0,17,0
3034,27,Female,SysAdmin,1,2639.19,3,1,0,0.0,0.27,50.0,50,0
3035,35,Male,DevOps,4,2190.34,2,0,1,9.0,0.41,50.0,13,0
3036,38,Male,DevOps,3,2581.17,4,2,0,6.0,0.13,50.0,34,0
3037,32,Female,Security Analyst,2,2674.07,5,1,0,12.6,0.15,50.0,55,0
3038,36,Female,DevOps,5,2813.64,1,3,1,13.0,0.41,50.0,68,0
3039,27,Male,Product Manager,1,3036.37,4,2,1,18.9,0.41,50.0,34,0
3040,33,Female,Data Analyst,2,2142.86,3,0,0,4.8,0.2,50.0,27,0
3041,39,Male,Security Analyst,7,2472.94,5,0,1,11.5,0.43,50.0,46,0
3042,36,Female,Data Analyst,5,2803.79,2,1,0,8.1,0.17,50.0,18,1
3043,30,Female,SysAdmin,1,2762.47,2,1,0,12.6,0.16,50.0,36,0
3044,36,Male,Product Manager,8,2614.79,3,2,1,11.7,0.27,50.0,39,1
3045,40,Male,DevOps,4,2968.52,3,1,1,7.7,0.47,50.0,39,0
3046,22,Female,Data Analyst,0,2079.12,1,0,1,9.5,0.41,50.0,41,1
3047,44,Female,Data Engineer,4,2745.02,1,2,1,0.1,0.42,50.0,23,0
3048,32,Female,DevOps,5,2786.52,3,1,1,13.6,0.46,50.0,25,0
3049,38,Male,DevOps,3,2845.51,4,1,1,0.0,0.45,50.0,25,0
3050,44,Male,QA Engineer,11,2421.53,3,1,1,13.2,0.44,50.0,7,1
3051,24,Male,Data Engineer,0,2780.69,3,2,1,0.2,0.38,50.0,46,0
3052,29,Male,Data Analyst,3,2610.6,2,0,0,15.0,0.22,50.0,57,0
3053,32,Male,Product Manager,3,2417.08,4,0,1,13.1,0.42,50.0,55,0
3054,28,Female,Data Analyst,1,2512.43,2,2,0,5.7,0.21,50.0,34,0
3055,48,Female,Data Analyst,13,2557.26,4,3,0,0.0,0.23,50.0,23,0
3056,28,Male,Security Analyst,1,2619.67,3,2,0,12.9,0.13,50.0,54,0
3057,30,Male,Developer,4,2489.95,5,1,1,0.0,0.51,50.0,52,0
3058,36,Female,DevOps,3,2448.69,2,1,1,16.0,0.32,50.0,44,0
3059,25,Male,QA Engineer,1,2973.06,3,1,1,0.5,0.33,50.0,74,0
3060,31,Female,Product Manager,4,2711.55,1,1,1,0.0,0.51,50.0,39,0
3061,37,Male,DevOps,5,2542.95,4,1,0,7.7,0.22,50.0,34,0
3062,32,Male,Data Engineer,2,2705.91,5,2,1,0.0,0.44,50.0,32,0
3063,34,Female,QA Engineer,6,2717.93,3,2,1,8.3,0.38,50.0,8,0
3064,30,Female,QA Engineer,4,3019.15,2,3,1,0.0,0.57,50.0,53,0
3065,22,Female,Data Analyst,0,2234.45,4,0,1,11.6,0.37,50.0,37,0
3066,37,Male,Product Manager,5,2858.82,1,4,0,4.1,0.21,50.0,50,0
3067,49,Female,Developer,10,2744.89,1,2,1,24.2,0.29,50.0,76,0
3068,35,Male,Developer,4,2048.43,1,1,0,10.9,0.15,50.0,32,0
3069,36,Male,Security Analyst,4,2438.51,5,1,1,11.8,0.36,50.0,0,0
3070,40,Female,Data Analyst,9,2779.5,1,1,0,10.4,0.2,50.0,49,0
3071,24,Female,DevOps,0,2607.66,3,0,0,0.0,0.23,50.0,43,1
3072,48,Female,Data Engineer,9,2580.26,2,2,1,11.5,0.32,56.1,25,0
3073,36,Female,Developer,5,2877.89,1,3,0,0.0,0.18,50.0,47,0
3074,48,Female,Developer,12,2635.43,1,3,1,25.0,0.33,50.0,55,0
3075,29,Female,Data Analyst,3,2897.3,3,4,0,0.0,0.19,50.0,21,0
3076,49,Female,Data Engineer,12,2324.1,1,0,1,0.2,0.47,50.0,33,0
3077,41,Female,Data Engineer,7,2730.99,1,1,0,14.2,0.23,50.0,69,0
3078,39,Female,Developer,8,3086.99,3,3,1,15.4,0.38,50.0,25,0
3079,36,Male,Developer,6,2497.41,2,1,1,19.4,0.34,50.0,41,1
3080,33,Male,Data Analyst,2,2147.42,2,0,1,19.3,0.34,50.0,0,0
3081,44,Female,QA Engineer,5,2088.72,2,0,1,3.1,0.44,50.0,10,0
3082,36,Female,DevOps,3,2675.66,3,0,0,0.0,0.25,50.0,43,0
3083,22,Male,SysAdmin,0,2542.51,5,1,1,11.8,0.32,50.0,64,0
3084,26,Female,Developer,2,2406.33,2,0,0,2.1,0.23,50.0,12,0
3085,33,Male,Data Analyst,3,2218.77,1,0,0,6.3,0.26,50.0,41,0
3086,37,Male,SysAdmin,5,3082.15,3,3,1,9.3,0.45,50.0,32,0
3087,34,Female,Data Engineer,6,2870.49,2,2,1,19.5,0.32,50.0,59,1
3088,44,Female,DevOps,11,2512.23,5,1,1,13.9,0.39,50.0,15,0
3089,22,Male,Developer,0,2562.4,5,2,0,6.5,0.23,50.0,48,0
3090,36,Female,Security Analyst,4,2634.7,3,1,0,3.4,0.24,50.0,26,0
3091,22,Male,Data Analyst,0,2377.35,1,2,1,1.5,0.45,50.0,44,0
3092,41,Female,Security Analyst,3,2546.06,3,0,1,26.1,0.3,50.0,41,0
3093,34,Female,Data Engineer,2,2387.4,3,0,1,7.4,0.4,50.0,34,0
3094,38,Female,QA Engineer,5,2935.13,3,3,0,13.4,0.17,50.0,49,0
3095,28,Female,Data Analyst,2,2741.21,4,2,0,17.9,0.18,50.0,40,1
3096,45,Male,Product Manager,5,2768.55,2,1,1,10.8,0.34,50.0,37,0
3097,43,Male,Data Analyst,5,2931.28,3,2,0,16.3,0.09,50.0,32,0
3098,39,Male,Security Analyst,4,3107.52,4,3,0,7.2,0.17,50.0,41,0
3099,33,Female,Data Analyst,4,2769.38,5,2,1,18.0,0.33,50.0,44,0
3100,39,Male,Data Analyst,7,2583.6,5,1,1,18.4,0.34,50.0,20,0
3101,29,Male,Developer,2,2314.24,3,0,0,3.4,0.24,50.0,33,0
3102,41,Female,Product Manager,5,2332.73,2,0,0,8.8,0.17,50.0,18,0
3103,48,Male,Data Analyst,9,2669.78,4,1,1,13.5,0.46,50.0,39,0
3104,43,Female,Data Analyst,5,2902.97,2,3,1,12.6,0.4,50.0,28,0
3105,29,Female,QA Engineer,2,3143.01,1,3,1,10.1,0.37,50.0,55,0
3106,37,Male,Security Analyst,8,2402.87,3,0,1,15.5,0.34,50.0,53,0
3107,24,Female,DevOps,1,2762.11,4,4,0,20.7,0.12,50.0,21,0
3108,39,Female,Product Manager,7,3079.29,2,4,1,0.0,0.48,50.0,39,0
3109,38,Female,Product Manager,9,3085.26,5,3,0,4.2,0.3,50.0,52,0
3110,22,Female,SysAdmin,0,2702.36,3,1,1,0.0,0.53,50.0,36,0
3111,25,Female,Developer,0,2844.43,2,2,1,19.1,0.37,50.0,25,0
3112,32,Male,Developer,5,2951.89,3,2,1,11.1,0.34,50.0,18,0
3113,32,Male,Product Manager,2,2791.89,3,2,1,8.3,0.47,50.0,57,1
3114,25,Male,SysAdmin,1,2570.6,3,3,0,8.1,0.19,50.0,58,0
3115,38,Male,Data Engineer,4,2618.41,4,0,1,0.9,0.44,50.0,35,0
3116,37,Female,DevOps,5,2955.98,1,3,0,13.0,0.18,50.0,55,0
3117,33,Male,SysAdmin,5,2874.74,5,3,1,20.4,0.3,50.0,0,0
3118,28,Male,DevOps,2,2654.92,5,3,0,15.2,0.16,50.0,66,0
3119,43,Female,Data Analyst,6,2590.09,2,2,1,5.2,0.38,50.0,36,0
3120,48,Female,Product Manager,8,2680.87,1,4,1,2.8,0.49,50.0,42,0
3121,31,Female,Developer,3,2642.4,1,2,0,13.9,0.11,50.0,33,0
3122,30,Female,Data Analyst,4,2479.3,5,1,0,3.2,0.31,50.0,67,0
3123,38,Female,Security Analyst,8,2874.97,5,3,1,6.7,0.44,50.0,18,0
3124,32,Male,QA Engineer,3,2912.32,3,1,0,3.2,0.24,50.0,69,0
3125,33,Female,Security Analyst,3,3091.23,1,3,0,11.7,0.15,50.0,47,0
3126,40,Female,Product Manager,9,2606.81,3,1,1,0.1,0.54,50.0,52,0
3127,22,Male,DevOps,0,2748.75,2,3,0,26.7,0.18,50.0,33,0
3128,45,Female,Product Manager,6,2369.65,1,1,0,4.0,0.24,50.0,13,0
3129,35,Female,Developer,4,2963.63,5,2,1,0.5,0.4,50.0,58,0
3130,31,Male,SysAdmin,4,2193.24,3,0,1,25.4,0.27,50.0,46,0
3131,34,Male,SysAdmin,3,2516.28,5,2,1,4.6,0.42,50.0,67,0
3132,34,Male,Data Engineer,2,2962.95,3,0,1,10.9,0.35,50.0,36,0
3133,22,Male,Product Manager,0,2410.27,2,0,1,20.5,0.32,50.0,31,0
3134,46,Female,Developer,7,3084.2,3,0,1,4.2,0.42,58.8,67,0
3135,35,Female,SysAdmin,5,2679.14,1,2,0,0.6,0.23,50.0,78,1
3136,38,Male,SysAdmin,6,3299.42,2,4,0,4.9,0.24,50.0,40,0
3137,42,Female,Product Manager,7,2503.5,3,0,1,3.3,0.41,50.0,24,0
3138,26,Female,QA Engineer,0,2610.49,2,2,0,28.5,0.05,50.0,56,0
3139,38,Female,DevOps,4,2721.35,4,3,1,14.1,0.35,50.0,34,0
3140,32,Female,Product Manager,5,2005.07,1,0,0,10.3,0.15,50.0,51,0
3141,41,Female,Security Analyst,10,2550.14,4,2,0,12.4,0.15,50.0,34,1
3142,22,Male,Data Engineer,0,2587.24,5,0,0,2.7,0.35,50.0,71,0
3143,34,Female,Data Analyst,2,2734.69,4,2,1,10.5,0.36,50.0,26,0
3144,30,Male,Data Analyst,1,2485.74,5,1,0,8.3,0.22,50.0,49,0
3145,38,Male,Data Engineer,7,2426.31,4,0,0,13.8,0.12,50.0,30,0
3146,38,Male,QA Engineer,7,2639.81,4,0,1,6.2,0.32,50.0,34,0
3147,29,Male,Data Engineer,2,2622.78,3,3,1,5.4,0.38,50.0,31,1
3148,29,Male,Developer,3,2818.41,2,2,1,0.0,0.45,50.0,54,0
3149,34,Male,Data Analyst,5,2149.8,5,0,1,27.0,0.25,50.0,58,0
3150,27,Male,DevOps,2,2342.5,4,3,0,12.4,0.09,50.0,51,1
3151,41,Male,Data Engineer,4,2626.1,5,2,0,4.2,0.2,50.0,37,0
3152,32,Female,Data Engineer,2,2502.39,5,1,0,6.6,0.21,50.0,42,1
3153,22,Female,SysAdmin,0,2833.24,4,3,1,3.9,0.46,50.0,57,0
3154,32,Male,QA Engineer,5,2728.32,1,2,1,24.2,0.3,50.0,58,0
3155,26,Male,Security Analyst,2,2854.08,1,2,0,10.4,0.15,50.0,0,0
3156,22,Male,Security Analyst,0,2299.95,1,0,1,5.2,0.48,50.0,34,0
3157,25,Female,SysAdmin,0,2331.47,1,1,0,18.0,0.24,50.0,35,1
3158,35,Female,DevOps,4,3113.9,1,3,1,0.0,0.46,50.0,53,0
3159,45,Female,Developer,7,3001.69,2,2,1,9.5,0.46,50.0,38,0
3160,37,Male,Product Manager,6,2489.09,2,0,0,3.2,0.27,50.0,54,0
3161,30,Female,Data Analyst,2,2839.86,4,2,1,5.9,0.51,50.0,18,0
3162,38,Male,DevOps,3,3097.41,2,3,0,12.7,0.18,50.0,45,1
3163,31,Male,Developer,4,2649.41,2,0,1,2.0,0.48,50.0,58,1
3164,29,Female,DevOps,2,2356.65,5,1,0,13.1,0.24,50.0,10,0
3165,25,Male,Product Manager,1,2550.82,4,1,1,2.9,0.44,50.0,90,1
3166,22,Female,Data Engineer,0,2415.36,3,2,0,0.1,0.29,50.0,63,1
3167,31,Female,Product Manager,4,2653.03,4,1,0,4.7,0.23,50.0,40,0
3168,36,Male,DevOps,5,3018.3,2,3,1,15.1,0.33,50.0,23,0
3169,34,Female,DevOps,6,2173.56,5,0,1,14.3,0.29,50.0,36,1
3170,31,Male,QA Engineer,3,2580.07,2,0,1,7.3,0.47,50.0,41,0
3171,27,Male,QA Engineer,2,2638.62,3,0,1,10.3,0.47,50.0,48,0
3172,39,Female,DevOps,9,3327.59,1,3,1,21.9,0.34,55.2,70,0
3173,24,Female,Data Engineer,0,2567.8,3,1,0,17.2,0.11,50.0,30,0
3174,41,Female,Product Manager,10,2694.82,2,1,1,5.4,0.45,50.0,51,0
3175,26,Male,Product Manager,1,3013.66,2,2,0,0.0,0.27,50.0,14,0
3176,28,Female,Product Manager,2,2663.02,3,3,1,14.9,0.29,50.0,31,0
3177,23,Male,SysAdmin,0,2571.49,4,1,0,6.9,0.28,50.0,47,0
3178,30,Female,Security Analyst,3,2341.68,3,1,0,0.0,0.22,50.0,53,0
3179,42,Female,SysAdmin,9,3058.71,5,4,1,11.0,0.37,50.0,24,0
3180,39,Female,Data Engineer,8,2554.12,5,1,0,13.3,0.14,50.0,31,0
3181,42,Female,Security Analyst,5,2321.67,4,0,0,3.1,0.18,50.0,69,0
3182,39,Female,Data Analyst,6,2723.02,4,1,0,21.0,0.03,50.0,63,1
3183,26,Female,Developer,1,2447.64,4,1,0,9.5,0.2,50.0,44,0
3184,32,Male,Product Manager,4,2820.2,3,3,1,12.4,0.32,50.0,0,0
3185,28,Female,Developer,1,2973.4,3,2,1,1.6,0.47,50.0,90,0
3186,45,Female,Security Analyst,12,3237.66,5,2,0,10.3,0.2,53.4,39,1
3187,25,Male,SysAdmin,0,2886.25,3,1,0,6.5,0.2,50.0,33,0
3188,42,Male,SysAdmin,6,2802.51,2,2,0,24.9,0.09,50.0,29,1
3189,42,Female,Data Engineer,10,2896.82,4,2,0,6.2,0.24,50.0,47,0
3190,49,Male,Data Engineer,10,2658.8,1,1,1,8.5,0.4,50.0,47,0
3191,31,Female,Data Analyst,1,2345.23,1,2,1,0.9,0.51,50.0,59,0
3192,40,Female,QA Engineer,7,2126.42,4,0,1,20.1,0.29,50.0,21,1
3193,53,Female,Product Manager,7,2543.09,4,1,1,6.1,0.51,50.0,33,0
3194,30,Male,DevOps,4,2834.22,3,0,1,0.0,0.53,50.0,80,0
3195,22,Female,Security Analyst,0,2211.67,2,0,1,14.3,0.42,50.0,44,0
3196,22,Female,Data Analyst,0,2745.88,5,1,1,14.7,0.35,50.0,36,0
3197,40,Male,Product Manager,7,2500.37,5,2,1,5.1,0.46,50.0,21,0
3198,22,Male,Security Analyst,0,2932.33,2,2,0,0.9,0.27,50.0,50,1
3199,32,Female,Data Engineer,5,2711.7,3,1,1,8.9,0.36,50.0,60,0
3200,38,Female,SysAdmin,9,2497.36,1,2,1,6.0,0.37,50.0,57,0
3201,36,Female,Data Engineer,7,2773.21,4,2,1,6.8,0.4,50.0,34,0
3202,38,Female,Data Analyst,5,2730.99,3,1,1,12.9,0.29,50.0,47,0
3203,36,Female,SysAdmin,4,2646.02,1,1,0,14.1,0.13,50.0,73,0
3204,45,Female,Product Manager,4,2688.74,3,0,1,9.9,0.37,50.0,61,0
3205,27,Female,Data Engineer,2,2893.43,3,2,1,1.2,0.46,50.0,24,0
3206,29,Female,Security Analyst,2,2969.51,4,1,0,0.0,0.27,50.0,0,0
3207,28,Female,Product Manager,2,2916.87,3,1,1,9.3,0.31,50.0,45,1
3208,41,Female,Security Analyst,10,2999.81,2,3,0,0.0,0.32,50.0,55,0
3209,42,Male,SysAdmin,5,2764.95,3,1,1,4.4,0.36,50.0,18,0
3210,38,Female,Data Analyst,3,2557.64,5,1,1,11.3,0.3,50.0,39,0
3211,44,Male,Developer,5,2533.31,4,0,1,11.2,0.42,50.0,34,0
3212,25,Female,SysAdmin,0,2734.4,2,1,0,8.2,0.26,50.0,42,0
3213,48,Male,Data Engineer,5,2490.9,2,1,1,10.0,0.4,50.0,29,0
3214,47,Male,Data Engineer,10,3356.1,5,4,0,12.6,0.2,50.0,65,0
3215,40,Female,QA Engineer,5,2823.73,5,3,0,0.0,0.29,50.0,42,0
3216,49,Female,QA Engineer,7,2661.34,2,1,1,2.2,0.44,50.0,22,1
3217,22,Female,Developer,0,2863.65,1,3,0,13.0,0.19,50.0,58,0
3218,30,Female,Product Manager,2,2744.1,5,0,1,11.7,0.36,50.0,14,0
3219,29,Male,Data Engineer,3,2774.5,2,4,0,6.9,0.2,50.0,65,0
3220,40,Male,DevOps,6,2658.82,3,3,0,16.0,0.19,50.6,59,0
3221,26,Male,Data Analyst,1,2781.17,1,3,1,19.2,0.4,50.0,67,0
3222,41,Male,SysAdmin,10,2824.52,5,3,0,4.4,0.21,50.0,36,1
3223,45,Female,Product Manager,4,2610.99,3,1,1,16.0,0.31,50.0,30,1
3224,40,Female,Data Engineer,7,2344.4,2,1,0,6.9,0.34,50.0,41,0
3225,37,Male,Product Manager,8,2800.35,5,2,0,0.0,0.26,50.0,38,0
3226,27,Male,DevOps,2,2190.85,1,0,1,10.6,0.3,50.0,26,0
3227,28,Female,Data Analyst,1,2477.11,4,0,1,16.5,0.32,50.0,28,0
3228,44,Female,Security Analyst,7,2838.15,4,1,0,5.1,0.11,50.0,32,0
3229,41,Male,Data Engineer,8,3371.58,3,5,0,18.0,0.15,50.0,16,0
3230,34,Female,SysAdmin,6,2530.37,4,1,1,8.0,0.41,50.0,53,0
3231,31,Female,Security Analyst,1,2628.31,5,2,1,14.5,0.37,50.0,38,1
3232,22,Female,Data Engineer,0,3113.93,4,1,1,14.7,0.34,50.0,33,0
3233,26,Male,Data Analyst,1,2888.06,1,2,1,10.0,0.39,50.0,17,0
3234,50,Female,Data Engineer,8,2580.74,4,0,1,24.4,0.33,50.0,16,0
3235,24,Male,DevOps,0,2952.22,2,2,1,19.4,0.38,50.0,78,0
3236,36,Male,Security Analyst,4,2864.1,4,2,1,0.0,0.44,50.0,27,0
3237,43,Male,Product Manager,5,2862.63,2,2,0,0.0,0.27,50.0,52,0
3238,24,Male,SysAdmin,0,2671.41,5,1,1,12.7,0.41,50.0,43,1
3239,36,Female,Data Analyst,8,2665.14,3,1,1,0.0,0.51,50.0,0,0
3240,42,Female,Data Engineer,5,2544.72,1,1,1,9.2,0.37,50.0,75,0
3241,35,Male,QA Engineer,3,2586.18,3,1,0,16.9,0.24,50.0,53,0
3242,57,Female,Data Analyst,10,2756.41,4,0,0,13.3,0.22,50.0,24,0
3243,22,Male,Developer,0,3221.73,4,4,1,5.6,0.42,50.0,39,0
3244,43,Male,SysAdmin,10,2437.56,1,1,0,17.9,0.14,50.0,17,0
3245,33,Female,Data Analyst,5,2787.71,4,1,0,8.0,0.21,50.0,76,1
3246,41,Male,Data Analyst,4,3037.44,2,4,0,10.0,0.14,50.0,21,1
3247,38,Male,Developer,8,2453.69,3,1,1,7.4,0.37,50.0,29,1
3248,29,Male,Product Manager,2,2685.44,4,1,0,13.8,0.11,50.0,25,0
3249,36,Female,Security Analyst,4,2431.28,5,1,0,1.8,0.27,50.0,41,0
3250,22,Female,Data Analyst,0,2421.41,2,1,0,8.6,0.19,50.0,67,0
3251,39,Female,SysAdmin,8,2858.6,5,1,0,13.5,0.19,50.0,75,0
3252,37,Female,Data Analyst,7,2507.71,1,2,1,23.6,0.35,50.0,32,0
3253,40,Female,Product Manager,10,2942.37,5,3,1,14.0,0.41,50.0,47,0
3254,43,Female,DevOps,11,2628.32,2,0,0,0.0,0.15,50.0,41,0
3255,37,Male,QA Engineer,4,2438.04,4,1,0,13.5,0.16,50.0,20,0
3256,36,Male,Security Analyst,5,2672.52,5,0,0,5.9,0.15,50.0,88,0
3257,27,Female,SysAdmin,1,2726.95,1,1,1,15.0,0.33,50.0,67,0
3258,29,Male,QA Engineer,3,3291.13,4,1,0,0.0,0.14,50.0,43,0
3259,44,Male,Product Manager,5,2633.89,5,1,0,3.1,0.28,50.0,71,0
3260,46,Female,Data Analyst,13,2829.44,2,0,1,7.9,0.32,50.0,64,0
3261,33,Female,Security Analyst,3,2513.95,2,2,1,8.3,0.35,50.0,41,0
3262,35,Female,SysAdmin,4,2447.22,3,1,1,15.1,0.31,50.0,46,0
3263,27,Female,SysAdmin,1,3126.88,5,3,1,14.6,0.41,50.0,70,0
3264,44,Male,Product Manager,7,2494.54,4,1,1,2.5,0.44,50.0,21,0
3265,40,Male,QA Engineer,9,2662.09,4,2,1,19.3,0.3,50.0,73,0
3266,50,Female,SysAdmin,5,3282.41,2,3,1,11.3,0.33,50.0,35,0
3267,27,Female,DevOps,1,2741.84,3,1,1,2.5,0.45,50.0,70,0
3268,31,Female,Product Manager,1,2865.01,2,2,1,0.0,0.36,50.0,39,0
3269,36,Female,Security Analyst,4,3263.95,3,5,0,18.8,0.09,50.0,46,0
3270,40,Female,Data Analyst,4,2833.56,2,2,0,5.8,0.3,50.0,39,0
3271,33,Male,Product Manager,3,2106.42,2,0,0,5.0,0.27,50.0,29,0
3272,28,Female,DevOps,3,2489.28,4,0,1,14.9,0.29,50.0,34,0
3273,42,Female,SysAdmin,7,2617.11,2,2,1,1.0,0.51,50.0,67,0
3274,40,Female,Security Analyst,5,3109.51,5,3,1,6.4,0.41,50.0,0,1
3275,27,Male,Data Analyst,2,2614.41,5,2,1,5.2,0.46,50.0,15,0
3276,45,Male,Product Manager,5,2344.62,2,0,0,9.2,0.22,50.0,25,0
3277,44,Female,SysAdmin,6,2932.97,1,5,1,13.3,0.36,50.0,18,0
3278,36,Male,DevOps,5,2731.89,5,1,1,15.4,0.37,50.0,70,0
