tenure_months,salary_usd,avg_weekly_hours,trainings_completed,tickets_per_month,job_satisfaction,left_company
46,44000,42.2,4,36,2,1
24,44400,38.8,4,38,4,0
45,47600,44.5,2,47,3,1
32,49300,38.4,3,46,2,1
38,48200,43.4,3,37,2,1
53,45100,30.6,0,39,2,0
37,50500,45.6,5,43,3,0
26,45000,43.0,5,38,5,0
49,47700,40.1,2,46,2,0
31,42600,42.5,2,31,5,0
35,44900,38.2,2,43,2,1
60,51300,38.0,2,50,1,1
34,45900,35.3,2,48,2,0
37,43100,38.1,0,41,4,0
47,46800,47.9,3,48,1,1
46,44000,42.9,3,35,2,0
68,51500,37.6,0,56,1,0
62,56200,36.0,0,43,1,0
17,39100,43.7,6,27,3,1
59,49300,30.5,0,46,2,1
36,44400,42.5,2,39,3,0
42,46900,45.2,5,38,2,0
58,48500,44.6,3,44,2,0
20,44300,40.9,0,37,4,0
34,41300,41.3,5,48,3,0
34,42900,42.1,2,36,3,1
29,42400,43.1,5,31,4,0
10,38200,49.8,5,34,5,0
44,41900,34.4,2,32,3,0
31,45800,47.4,5,27,4,0
18,41800,50.1,5,30,5,0
41,44000,38.4,2,41,2,0
61,51100,35.4,0,50,1,0
35,47000,43.2,2,35,2,0
30,44200,45.5,5,40,4,0
33,42600,46.3,6,46,3,1
45,48500,46.4,3,45,1,1
54,48700,40.0,3,41,3,0
21,43500,43.6,4,33,4,0
30,43900,46.8,5,39,3,0
38,44700,45.2,3,47,3,1
48,46800,37.8,3,39,1,0
45,46800,41.0,3,54,1,1
32,41500,47.7,4,41,4,0
23,44100,43.5,3,31,4,0
28,40200,53.3,6,35,2,1
28,42300,39.9,5,44,4,0
40,48900,49.8,5,42,2,0
37,46100,34.8,2,48,3,1
20,41700,43.1,4,37,4,0
33,46200,37.6,3,37,3,0
16,40100,44.6,5,41,4,0
44,45800,43.6,3,35,3,0
29,39200,48.1,5,43,4,0
37,47500,42.6,2,41,3,0
42,51000,39.3,0,41,2,0
62,49900,35.6,0,46,1,1
38,48600,35.9,2,35,2,0
44,49200,38.2,1,39,3,0
55,49100,34.1,0,41,2,0
21,40300,49.5,7,39,5,0
28,39800,50.0,3,45,3,0
12,40500,44.7,6,33,4,0
34,46200,33.7,3,40,3,0
39,47900,36.9,7,41,3,0
27,46800,31.9,2,45,3,0
62,48600,42.5,3,43,2,0
6,37700,42.7,6,40,4,0
41,45700,43.1,3,43,3,0
40,49400,37.6,2,43,2,0
40,45400,40.4,4,39,2,0
36,49400,36.4,2,40,3,1
13,41100,39.3,3,36,5,0
40,43200,42.2,2,52,2,0
30,40400,41.4,4,40,3,0
22,39200,45.6,4,39,4,0
52,45200,40.6,3,44,1,1
44,48400,43.2,2,46,3,0
23,43500,46.3,5,33,4,0
52,49200,38.4,3,44,2,0
56,47900,40.7,1,41,2,0
36,45900,37.1,1,41,4,0
52,44600,35.0,1,39,3,0
24,45400,40.0,4,36,4,0
59,49300,37.9,2,38,2,0
28,48800,36.0,3,39,3,0
27,43800,34.9,1,33,5,0
49,52400,36.4,0,38,2,1
41,47400,40.4,1,38,3,0
51,46500,37.9,1,45,2,1
21,42900,44.1,5,39,4,1
52,46400,38.1,4,46,2,0
39,42200,39.1,3,46,2,0
26,44400,46.5,4,31,5,0
30,41400,35.4,1,36,3,0
24,43400,40.5,5,47,3,0
41,47300,35.3,2,38,3,0
45,45300,38.9,3,43,2,0
26,46400,42.6,1,35,3,1
21,44500,46.8,4,30,4,0
43,44300,42.0,2,37,4,0
14,42200,50.2,6,43,4,0
61,48000,39.5,0,40,1,1
30,43300,40.5,2,40,3,1
48,44500,42.5,4,44,3,0
39,46800,45.6,2,33,3,0
52,44700,37.5,1,41,4,0
43,49700,36.3,2,44,2,0
24,40400,37.3,3,30,5,0
38,45600,39.0,2,45,5,0
19,45300,46.7,4,37,3,1
31,44900,46.0,4,44,4,1
12,39100,43.2,2,30,4,0
45,48800,39.7,2,43,2,0
43,50500,40.1,2,43,2,1
22,40700,44.6,3,27,5,0
44,43200,39.4,1,43,3,0
44,43300,44.9,4,38,3,0
36,49900,49.3,4,50,2,1
41,48700,39.5,1,41,2,0
51,46600,34.2,0,44,2,0
28,42400,47.1,4,39,4,1
37,42000,42.6,1,38,3,1
21,40700,49.7,5,33,4,1
20,42800,39.5,6,31,4,0
16,41800,47.0,4,43,5,0
21,40500,38.3,4,25,4,0
46,46700,39.1,2,42,3,0
30,39900,39.9,3,41,4,0
44,45100,41.0,2,49,1,1
26,45600,37.9,2,43,4,0
32,49500,47.0,5,47,2,0
32,43500,44.2,1,36,4,1
43,50000,45.3,0,41,2,1
22,42100,43.7,4,31,5,0
33,43800,41.6,2,35,4,0
48,47700,43.3,2,49,1,0
20,43500,43.5,3,27,5,0
46,46900,46.4,4,40,3,0
57,45400,42.0,4,43,2,0
42,47600,43.2,4,36,2,1
41,46900,41.1,2,42,1,1
16,36400,55.4,5,31,5,0
42,42100,39.5,2,37,4,0
33,43100,47.5,5,39,4,0
26,44900,41.8,5,37,4,0
48,47800,41.6,0,48,2,0
46,45700,41.9,5,42,3,0
47,46500,37.6,2,41,3,0
65,50300,43.4,0,54,1,1
46,45700,40.2,3,45,1,1
39,49300,44.9,5,50,1,0
53,47300,38.5,2,48,2,0
43,43000,40.6,2,48,2,1
38,47000,38.6,2,39,1,0
36,42500,43.4,3,39,3,0
29,38900,46.3,4,34,4,0
31,44000,41.3,4,35,5,0
30,44700,44.5,4,31,4,0
14,39800,47.2,3,43,5,0
63,51400,39.3,1,43,1,1
46,47300,34.1,1,44,1,1
55,47300,40.1,4,49,1,1
55,47200,40.3,0,48,2,0
58,50000,30.0,0,49,1,0
38,44900,41.7,5,39,4,0
25,46700,43.2,4,42,3,0
38,45100,36.2,3,36,4,0
47,46800,45.0,2,45,2,0
19,38700,42.9,5,34,4,0
16,36100,46.0,6,33,5,0
36,44700,43.8,2,35,3,0
21,38200,37.8,3,35,4,0
37,45000,42.7,4,43,4,0
49,48100,39.4,1,39,3,0
28,41900,42.7,3,38,3,0
40,44900,40.6,3,40,3,0
34,44900,32.5,3,37,3,0
44,49600,45.7,2,44,1,1
36,42500,35.6,4,35,3,0
50,48300,42.0,1,31,3,0
35,46000,43.9,6,38,2,0
23,37300,44.0,3,35,5,0
22,43200,43.7,1,44,4,0
33,42300,47.0,4,33,3,0
44,46200,34.9,3,44,3,0
40,42100,47.9,5,29,4,0
24,39800,38.7,4,29,5,0
56,52100,49.0,3,49,2,1
46,45700,37.5,0,45,2,0
27,44700,48.2,4,40,3,0
46,42400,41.4,2,49,3,0
39,42800,45.2,3,52,3,0
14,41900,46.6,8,39,4,0
31,45700,39.6,2,48,2,1
50,47200,39.2,2,52,2,1
14,44600,46.8,4,42,5,0
38,46900,37.7,2,43,2,0
16,39600,43.5,3,37,5,0
19,43800,43.7,2,35,5,0
47,46100,38.6,3,34,1,0
32,43700,38.6,3,37,4,0
35,47300,44.8,3,34,3,1
40,46200,43.8,3,38,3,0
19,48900,45.6,2,38,4,0
43,44900,38.4,3,42,3,0
36,44800,41.1,4,42,3,0
21,41200,44.0,2,40,5,0
46,46200,40.2,1,47,3,0
49,45900,41.3,1,45,2,0
23,42700,41.3,4,31,3,0
37,43800,37.8,2,41,3,0
37,43900,45.8,4,39,2,0
23,46500,44.2,3,39,4,0
38,42800,43.4,4,39,3,0
20,44500,39.7,3,33,5,0
40,47000,43.4,2,48,3,0
31,44500,41.7,5,36,3,0
44,45500,43.0,3,35,3,1
45,52200,47.9,2,42,2,1
27,44900,41.6,3,38,4,0
30,41200,45.0,4,30,5,0
49,46400,43.5,3,45,3,0
20,45500,45.3,4,32,3,0
6,40600,47.8,5,32,5,0
16,38300,45.5,3,32,5,0
41,44200,47.5,4,37,4,0
60,47800,38.4,0,39,1,1
18,44600,43.4,5,30,5,0
12,39800,45.4,4,33,5,0
43,41100,47.0,3,38,3,0
53,47600,37.6,2,47,2,0
24,41400,39.7,3,43,4,0
35,43500,40.5,4,36,4,0
30,41300,43.6,3,34,4,0
10,37600,49.4,5,32,5,0
58,50200,35.1,0,35,1,1
25,41800,46.3,4,30,4,0
40,45500,38.4,2,27,4,0
31,45000,42.5,2,40,4,0
23,42300,37.8,4,36,4,0
37,46200,39.4,4,39,3,0
33,41900,37.0,1,26,4,0
38,44700,44.0,4,38,3,0
21,41400,40.4,4,38,4,0
48,48200,40.3,3,42,2,0
60,46800,38.0,0,39,3,1
44,45200,42.5,3,41,2,1
28,42900,44.9,4,30,4,0
23,43500,42.4,6,36,5,0
25,40600,45.1,6,22,4,0
61,49100,41.0,1,46,1,0
38,47900,39.4,2,38,2,0
50,45700,37.3,1,48,2,0
41,46600,44.7,2,29,3,0
34,45800,42.7,2,40,5,0
56,49900,38.3,2,43,3,0
24,45400,42.5,4,37,4,0
54,46500,44.0,3,49,2,0
45,46400,42.1,2,42,3,0
45,48300,37.5,2,45,2,0
31,43800,40.9,3,34,3,0
31,45400,39.0,2,41,2,0
42,42900,43.1,3,39,3,0
36,45300,41.0,3,39,2,0
28,43300,43.9,4,40,3,0
7,40200,45.2,7,35,5,1
34,43900,42.7,4,45,2,0
44,46200,35.8,1,43,1,1
29,41300,44.5,4,39,4,0
24,44800,40.4,4,35,4,1
32,46200,36.1,2,36,2,0
25,47200,51.9,7,35,3,0
37,45200,48.5,5,48,2,0
24,48000,39.9,5,33,3,0
31,43700,44.9,1,45,2,0
45,44800,43.9,3,42,3,0
33,43700,42.7,3,36,4,0
46,49200,35.3,0,49,1,0
40,45000,36.7,1,37,3,1
38,44600,41.2,5,41,5,0
37,47600,35.5,1,36,3,0
49,43400,37.7,4,34,3,0
26,43000,45.6,4,35,4,1
21,40000,41.0,2,30,5,0
52,44300,41.6,3,54,2,0
40,49100,39.5,4,44,1,0
26,45400,47.0,4,30,4,0
27,39100,50.1,5,33,4,0
34,41800,43.5,3,38,3,0
20,40800,39.8,3,35,5,0
47,51200,40.2,2,41,3,0
46,49600,40.5,2,42,3,1
4,38100,43.1,5,28,5,0
22,43500,41.8,4,33,5,0
54,49900,36.1,2,46,2,0
55,44500,42.4,2,49,2,0
48,44400,35.8,1,39,4,0
42,44100,44.8,4,36,3,0
60,47500,37.6,2,49,1,1
53,45400,39.2,3,45,2,0
30,44100,37.3,3,45,4,0
31,44900,43.3,4,32,4,0
31,46800,45.4,2,46,3,0
31,44400,43.1,2,41,4,0
45,49600,44.8,2,45,3,1
24,46800,42.0,4,40,4,0
41,48500,37.6,0,34,1,1
19,44700,40.0,5,33,5,0
34,45800,33.8,1,40,4,0
47,44300,43.8,1,45,3,0
38,42800,36.1,1,43,3,0
7,37800,44.1,4,26,5,0
51,47200,41.4,0,50,3,0
40,45800,35.7,2,35,3,0
47,43100,38.7,2,42,2,0
33,38700,45.7,2,43,3,0
32,45900,45.3,5,37,3,0
23,42100,43.7,5,35,2,1
47,42500,37.3,3,38,2,0
9,47300,46.0,4,47,4,1
28,44400,48.0,5,30,4,0
13,42000,40.4,5,27,5,0
44,44400,45.0,3,41,2,1
32,41500,43.9,3,43,4,0
40,45900,42.8,3,29,1,1
51,50200,42.7,2,46,2,0
56,48800,37.8,1,48,1,0
30,46500,45.4,6,41,4,0
28,39100,38.2,2,40,4,0
1,39400,55.9,6,30,5,0
40,45100,44.7,5,47,2,0
30,47000,39.5,3,41,3,0
41,47100,42.9,1,34,3,0
37,48800,43.4,2,42,2,0
44,47300,43.2,4,37,2,0
58,45400,36.1,4,49,1,0
28,43500,45.6,3,43,3,0
29,41700,45.4,6,35,3,0
60,48500,42.5,1,50,1,0
38,47300,37.4,2,42,3,0
17,42000,41.0,5,30,5,0
31,44800,36.1,4,39,4,0
46,48300,38.8,3,45,2,1
49,42700,38.4,4,33,3,0
37,44900,38.4,3,40,4,0
41,47700,38.9,2,36,4,0
24,45400,44.5,3,44,4,0
42,51800,40.9,2,51,1,1
44,44700,42.6,5,40,2,1
35,45700,44.7,3,42,5,0
26,46000,34.7,2,34,4,0
45,46200,43.0,2,57,1,1
30,42400,46.2,5,35,3,0
32,40900,44.0,5,33,5,0
41,48200,37.5,3,44,3,0
34,46000,45.6,2,29,3,0
51,45600,37.8,1,42,2,0
70,48900,36.3,1,49,1,1
43,47200,37.9,4,49,1,1
37,42500,35.0,5,39,3,0
30,45100,42.6,4,25,5,1
24,46000,41.0,6,35,3,0
31,43700,41.9,2,41,2,0
24,42600,42.6,5,39,4,0
39,42300,41.4,3,43,4,0
27,41500,47.2,5,44,5,0
47,44800,41.1,1,37,3,0
44,45100,32.6,2,45,3,0
38,49100,34.9,1,46,3,0
35,46900,41.4,3,37,3,0
21,40700,47.4,6,42,3,0
51,50500,38.6,1,55,1,1
25,44000,46.1,4,35,2,0
36,45500,38.9,3,47,4,0
33,46800,44.8,5,44,4,0
20,44700,46.8,5,38,4,0
31,45100,37.6,4,34,2,0
32,43400,35.8,2,38,4,0
57,50200,42.2,4,53,1,1
15,44000,45.9,4,34,5,0
26,48700,43.4,2,53,2,0
18,43900,43.9,4,36,5,0
52,45700,44.8,3,47,1,1
35,46800,37.4,3,46,2,0
28,48300,42.3,4,35,4,0
52,50900,37.2,2,42,1,1
49,43900,43.6,2,40,3,1
35,43800,39.9,3,41,2,0
27,49900,39.8,2,41,3,0
38,47300,36.1,0,39,3,0
35,46300,42.6,2,38,2,0
39,43300,38.9,4,42,3,0
21,44900,43.9,2,36,3,0
43,50100,50.4,4,43,2,1
43,42900,38.8,2,42,2,0
38,46100,44.4,4,45,3,0
37,42400,45.1,4,38,4,0
49,50300,36.2,0,44,1,0
49,49800,43.9,2,46,3,0
56,47400,34.6,1,49,1,1
49,46400,42.5,3,38,1,1
54,50100,38.4,2,43,3,0
64,49400,38.0,1,49,1,1
34,44700,41.1,3,41,3,0
39,44400,39.0,4,28,1,0
43,49900,41.1,3,29,3,0
43,46100,42.2,2,40,1,1
33,44300,42.0,4,41,4,0
62,48900,40.7,2,47,1,0
22,37800,44.9,6,30,4,0
24,44500,46.8,4,33,3,0
13,43100,48.7,6,30,5,0
29,44000,43.7,4,47,4,0
19,46400,43.7,5,39,3,0
33,47100,43.4,4,39,4,0
25,47800,38.7,2,40,2,0
35,40800,48.9,4,44,3,0
34,44600,46.6,4,35,2,0
37,44700,42.2,5,43,3,0
19,40800,47.5,7,40,5,0
30,44900,41.5,4,46,4,1
45,44900,37.7,3,46,2,0
58,46900,35.7,2,39,2,1
29,44800,45.4,3,44,3,0
61,51400,38.6,3,49,2,0
13,40800,47.9,5,33,3,0
41,45300,42.0,6,43,2,1
22,42000,43.7,3,37,4,0
23,44000,50.4,4,45,4,0
33,47300,37.4,1,48,2,0
46,46500,38.8,0,40,2,1
36,47200,42.5,3,44,3,0
27,45300,42.0,2,35,4,0
37,47200,42.8,4,40,3,0
21,44300,42.2,3,37,4,0
40,44300,46.0,4,37,3,0
52,47100,41.8,0,45,2,1
32,43300,43.4,3,41,4,0
36,43400,47.6,4,36,4,0
32,43800,46.1,5,37,2,0
20,40100,44.2,6,39,4,0
46,46600,44.8,3,44,3,0
9,47600,41.9,4,30,3,0
28,47000,42.8,5,36,4,1
41,45700,42.2,4,44,2,1
6,35400,47.7,4,30,5,0
37,47100,35.2,0,47,4,0
7,40100,44.7,7,33,5,0
33,44500,40.4,3,35,2,0
24,45400,38.0,2,42,4,0
64,51300,42.8,3,48,1,1
29,40100,48.0,6,37,5,0
41,44600,40.5,3,51,4,0
39,46000,38.2,1,37,2,0
27,43200,42.2,4,34,3,0
31,45300,41.1,2,41,4,0
48,46400,44.1,3,50,3,0
51,46500,44.3,4,45,3,0
77,44600,32.9,0,47,1,0
50,48800,40.4,3,45,2,0
33,41400,45.2,3,37,4,0
36,41800,41.0,4,32,4,0
38,46200,34.5,3,31,3,0
39,44000,45.9,3,40,3,0
39,50900,43.1,2,42,2,0
47,47000,36.2,4,41,2,0
18,44800,41.4,3,37,5,0
51,45400,42.6,4,35,1,1
37,46200,37.9,1,28,3,0
51,44700,41.4,3,35,1,0
33,45500,37.3,1,48,4,0
42,46500,34.7,1,42,3,0
44,46100,44.7,4,42,3,1
38,45500,46.3,4,35,3,0
45,44700,41.4,3,48,2,0
28,42300,45.5,4,37,5,0
41,47200,41.7,4,47,1,1
34,47100,39.1,3,39,4,0
34,45200,41.7,2,35,3,0
38,43200,34.7,0,47,3,0
38,42200,41.6,4,25,4,0
36,45500,45.9,4,40,4,0
52,44700,35.3,0,46,4,0
20,41700,40.1,7,40,4,0
35,43400,41.4,3,36,2,0
32,40600,51.8,3,43,3,0
25,44300,39.2,2,37,4,0
39,44100,46.0,4,42,3,0
41,44900,40.3,3,30,3,0
25,41800,41.2,4,32,2,1
44,48700,43.7,0,49,3,0
41,48700,36.1,2,51,1,1
28,48300,41.0,3,53,3,0
42,45200,40.7,2,48,3,0
41,45400,44.4,3,41,3,0
16,42100,49.8,5,34,4,0
39,46400,40.1,3,27,3,0
37,46400,35.0,1,45,3,0
46,46600,36.5,3,38,2,0
11,41900,46.7,6,35,5,0
38,44600,41.2,2,48,3,0
32,41700,45.6,3,31,3,0
30,41500,39.1,3,36,5,0
32,44800,35.4,3,35,4,0
60,47200,35.9,0,44,1,1
37,48700,45.3,5,38,3,0
38,40300,47.1,4,34,4,0
25,42600,48.5,5,39,3,1
36,43000,40.8,3,38,4,0
37,43300,42.5,4,37,4,0
52,44700,42.6,1,46,1,1
44,50400,41.2,2,54,1,1
29,47200,39.1,3,36,2,1
46,45900,44.0,2,37,4,0
36,47000,36.7,2,36,3,1
37,42300,38.0,2,46,3,0
18,37300,50.1,5,26,5,0
31,43800,46.7,3,38,4,0
37,47500,35.9,2,36,3,0
40,45300,45.1,4,50,3,0
30,47700,41.8,1,50,3,1
48,44600,41.3,0,52,3,0
31,45300,42.3,2,36,3,0
42,43400,43.0,4,38,2,0
7,37900,49.5,6,38,4,0
32,45700,38.5,2,36,4,0
61,43000,38.0,1,49,1,1
40,47600,45.6,5,38,1,0
38,43700,44.1,3,41,2,1
34,45200,39.6,5,39,4,0
40,45700,39.9,3,39,3,0
36,40000,42.4,2,49,4,0
41,48600,40.9,3,40,2,1
27,43600,49.3,5,38,2,1
37,44700,39.7,2,45,4,0
26,43200,46.6,5,28,3,0
43,45300,41.1,4,42,3,0
35,44200,39.8,2,37,3,0
50,45800,44.3,2,48,2,0
50,43800,41.5,1,35,3,0
33,51500,34.9,2,42,2,0
57,45700,36.2,2,44,3,0
28,47800,47.4,3,43,3,0
36,45600,48.1,2,37,4,0
38,48500,46.2,2,51,2,1
35,49100,40.1,1,40,1,1
20,44100,47.9,4,29,5,0
25,42800,46.2,5,38,5,0
34,48400,40.6,2,42,2,0
27,44000,45.6,6,38,4,0
55,46400,42.9,2,50,2,0
45,46500,38.8,2,43,2,0
43,47800,36.7,2,41,1,0
45,44100,43.0,3,45,3,0
31,42600,39.6,2,40,5,0
19,38600,43.0,4,34,5,0
61,46900,32.8,2,41,2,0
41,45200,41.6,4,51,2,0
39,47500,43.6,3,37,5,0
19,40500,45.9,4,31,4,0
6,39300,43.2,3,31,5,0
57,50400,38.0,0,44,1,1
38,46200,40.5,4,33,2,1
37,44800,40.3,3,48,3,0
51,48300,43.4,3,32,5,0
57,46600,35.2,3,40,1,0
58,47100,38.1,3,45,1,0
29,44600,42.8,2,44,3,0
28,43600,44.8,4,35,5,0
41,44100,46.1,2,46,1,1
36,49900,47.2,3,38,2,0
51,43500,35.9,2,35,4,0
39,44800,41.0,2,48,3,0
37,43600,41.3,2,41,2,1
38,50000,40.8,3,52,1,1
38,46800,45.0,3,45,3,0
54,48000,40.1,2,48,1,1
36,47000,47.5,4,36,2,0
46,47000,40.7,2,40,2,1
22,41300,39.6,4,40,4,0
43,45400,42.4,4,43,2,0
48,46100,41.6,2,39,2,1
29,46600,43.2,3,44,3,0
41,47600,48.4,3,43,3,0
31,46300,45.4,3,35,5,0
39,43600,44.4,3,46,4,0
43,44400,37.7,1,42,2,1
25,46300,45.1,5,44,3,0
20,40000,42.1,2,32,5,0
30,44400,42.5,3,40,3,0
43,44600,39.4,4,51,3,1
25,44400,44.4,4,31,3,0
58,46700,39.4,0,45,2,0
48,46000,38.9,2,42,2,0
39,47400,41.1,4,41,5,0
43,48500,46.1,4,51,2,0
34,41400,41.0,1,41,3,0
32,46800,40.7,4,44,4,0
54,47700,39.8,3,44,3,1
32,43100,39.6,1,50,3,0
42,42700,43.9,4,44,3,0
30,46500,39.5,3,34,3,0
43,45900,36.6,2,49,1,1
48,44700,42.6,3,44,3,0
38,44400,46.4,1,30,2,0
22,44900,48.2,5,51,3,0
34,43400,43.0,3,41,4,0
32,51400,38.9,3,37,2,0
35,44100,39.1,2,38,3,0
31,48800,42.0,3,37,3,0
46,48900,42.1,1,43,1,1
32,49000,43.5,1,37,2,0
60,49100,44.5,4,46,2,0
27,46200,42.8,7,35,4,0
32,46600,41.7,3,34,3,1
44,43300,33.4,3,37,2,0
50,50600,41.4,3,46,1,1
57,49900,34.9,0,44,2,1
41,45800,40.2,3,36,2,1
20,40500,37.5,3,40,3,0
29,41500,40.5,4,28,5,0
42,43600,32.1,2,40,3,0
47,46500,32.9,3,46,3,0
38,46500,39.3,2,39,3,1
38,45900,41.5,4,40,3,0
32,50200,37.2,1,49,2,1
29,42900,41.3,3,38,5,0
38,47600,41.3,1,42,2,0
60,50000,38.8,3,44,2,0
39,43700,36.1,2,52,4,0
56,46300,37.7,1,44,2,0
43,45100,36.1,0,38,3,0
8,40700,50.8,6,33,5,0
56,47300,41.3,2,43,2,1
53,45200,45.0,4,41,2,0
15,43600,43.1,1,36,5,0
38,46300,37.1,3,49,3,0
40,46900,38.8,3,41,3,1
58,49800,35.5,0,49,1,0
31,45300,44.8,3,42,4,0
37,43800,42.3,4,43,4,0
28,41600,50.8,5,32,3,0
32,44600,41.8,5,36,4,0
11,42500,44.3,4,45,5,0
26,43100,45.1,3,44,3,0
34,39200,47.3,4,43,4,0
48,46600,43.3,1,41,3,0
27,40700,45.1,3,39,4,0
37,47900,46.4,2,37,3,0
24,45200,45.4,4,36,4,0
26,45600,46.6,5,40,4,0
14,42400,49.1,6,38,4,0
34,42100,46.9,5,29,5,0
8,44100,42.1,5,37,3,0
26,48300,42.1,5,35,4,0
19,43200,43.1,1,29,5,0
51,46200,39.1,1,47,1,0
29,47100,49.2,3,45,2,1
31,42400,45.4,5,34,4,0
49,44700,43.9,2,44,2,0
34,45400,41.1,3,42,3,0
52,49500,41.0,2,60,1,1
28,41600,41.4,3,50,2,0
20,39100,45.4,6,35,5,0
42,46200,43.0,3,50,3,1
37,44000,48.8,5,38,3,1
24,42600,40.7,4,31,5,0
41,46600,32.8,1,44,4,0
49,49300,40.1,3,38,2,0
29,40300,46.4,5,34,3,1
64,49200,36.8,1,54,1,0
45,44100,35.0,3,55,2,0
51,48500,42.7,2,48,3,0
36,44700,42.2,4,31,2,0
22,41800,42.3,3,31,3,0
37,47300,43.7,4,50,2,0
57,47300,39.6,2,44,2,0
35,40000,34.4,3,37,4,0
42,43600,45.5,3,50,2,1
56,46700,39.5,4,43,2,0
24,43700,42.3,4,40,5,0
49,47800,37.4,1,49,1,0
59,47600,43.0,3,41,1,1
56,47500,41.6,3,35,2,0
40,46500,40.3,3,43,2,0
32,46600,41.0,4,36,4,0
30,44300,45.6,3,33,4,0
1,42500,47.2,5,25,5,0
33,42500,43.1,4,47,2,1
30,42900,41.2,4,42,3,0
44,44600,43.4,3,41,3,0
43,46900,43.2,3,42,2,1
20,41400,42.1,2,34,4,0
16,39600,38.7,4,31,5,0
63,49800,38.7,2,43,2,0
29,43200,40.6,5,35,4,0
42,42800,46.9,2,39,3,0
14,43000,47.3,3,31,5,0
27,43200,42.0,3,39,4,0
45,52000,44.4,3,37,3,0
24,45800,43.8,3,46,3,0
42,49100,44.8,2,39,2,0
87,55500,30.3,0,46,1,0
33,42000,43.7,6,33,3,0
37,45700,42.1,3,43,3,0
31,43800,43.0,3,35,3,0
42,45200,40.1,3,41,2,0
36,45300,42.2,4,42,3,0
38,47400,38.0,0,36,3,1
37,44500,41.2,3,50,3,1
31,45000,41.4,1,35,4,0
32,44800,41.0,3,37,3,0
28,37800,46.3,6,46,3,0
35,46200,40.9,3,36,2,0
42,49700,37.3,2,36,2,0
42,44400,40.6,2,34,4,0
20,43800,46.6,6,44,5,0
33,45100,34.4,4,41,4,0
47,51000,41.7,2,42,2,0
25,43600,43.4,4,34,4,0
25,47400,40.3,5,41,2,0
56,50700,36.6,0,53,1,0
35,46500,40.2,2,38,3,0
10,40600,44.1,4,34,5,0
38,46300,44.1,4,47,5,0
31,44700,42.5,5,34,4,0
20,43700,49.0,5,33,5,0
43,47900,39.8,1,37,2,0
31,40400,43.1,3,42,5,0
34,45100,41.4,0,40,5,0
40,43500,51.1,5,37,4,0
43,39900,41.4,3,39,1,0
56,45500,38.1,1,41,1,1
21,42400,42.6,2,36,5,0
38,45700,47.7,4,49,3,1
27,40800,43.4,6,34,4,0
42,47900,43.0,4,45,4,0
39,46200,46.2,2,42,2,0
23,47000,50.9,5,41,3,0
30,43500,41.2,4,44,3,0
59,46700,39.8,0,47,1,1
23,47200,48.5,2,40,3,0
20,42200,43.8,3,43,3,1
58,52700,37.0,1,41,2,0
43,46000,42.2,4,48,1,1
55,42300,41.4,1,43,3,0
37,47500,40.2,3,39,3,0
18,42200,46.6,5,33,5,0
44,48200,39.2,1,43,1,1
46,46800,44.6,4,57,1,1
65,52100,35.3,1,56,1,0
20,39600,46.1,4,39,4,0
46,48900,39.8,1,40,3,0
21,43600,42.9,4,32,4,0
40,47000,40.7,2,55,2,0
22,43200,40.3,4,39,5,0
26,40300,50.0,6,37,4,0
66,51100,39.0,4,40,2,0
25,44300,44.6,3,34,4,0
47,53300,39.9,4,48,2,0
26,48600,40.8,5,39,3,1
45,44300,41.5,4,39,2,0
16,43900,42.9,4,42,4,0
50,48000,44.8,2,31,2,0
48,43100,45.4,1,45,1,1
55,49600,40.7,3,52,2,1
30,41700,51.6,5,41,4,0
51,49400,41.5,3,54,1,1
32,42100,44.1,2,35,4,0
19,42800,46.2,4,35,4,0
65,47300,32.5,0,54,1,1
45,43000,40.6,2,37,3,0
39,42000,38.2,5,30,3,0
54,47200,37.6,2,55,1,1
39,40700,41.4,2,41,3,0
37,46800,44.5,3,46,2,1
32,48000,47.3,4,40,4,0
19,39200,38.7,3,47,5,0
22,42600,40.4,2,31,5,0
30,44200,39.2,2,33,4,0
54,47400,36.4,2,51,1,1
30,48400,50.5,3,44,3,0
18,41000,45.0,3,28,5,0
30,43300,44.1,4,43,3,0
47,46200,43.8,4,43,3,0
36,44300,39.3,2,39,3,0
37,48000,44.8,5,37,3,0
30,42200,38.6,3,39,3,0
33,48400,44.1,1,42,3,0
35,46200,41.0,2,27,3,0
29,43900,35.5,2,40,3,0
58,49900,41.1,2,53,1,0
21,39600,48.6,6,37,5,0
21,40800,45.1,5,38,5,0
38,47400,39.8,3,41,1,1
58,48900,49.5,5,48,2,0
29,44700,43.3,3,30,3,0
46,49300,44.1,4,43,1,1
35,43200,38.0,3,36,3,0
35,41600,36.2,2,40,5,0
33,43300,50.2,6,37,2,0
40,48200,41.5,2,43,2,0
45,43800,45.7,3,47,2,1
36,49900,41.6,2,48,3,0
38,44400,51.2,4,38,3,0
31,44200,44.7,4,35,5,0
35,42200,38.5,3,37,3,0
37,43600,43.8,1,32,4,0
46,49900,41.4,2,50,1,1
47,45200,36.4,3,33,3,0
47,47200,43.7,4,42,3,0
32,42600,51.7,5,31,4,0
26,46700,42.0,5,41,4,0
62,50800,34.1,0,54,1,0
55,47800,40.1,3,45,1,1
39,44200,41.6,1,35,5,0
22,47800,47.5,4,37,4,0
53,45800,38.7,4,41,2,0
33,41700,38.2,2,42,4,0
